review	tagging
a cunning man who can fool	0
A disaster - made one call and it stopped working so unable to use any features etc.  It was pretty and should have worked.  I will not buy another of these.	0
"a fake. broke down three weeks. I already threw out. But asked to write longer, so blah-blah-blah, blah-blah-blah,blah-blah-blah"	0
"A family member who needed a cheap phone at the time was referred by another family member and myself to go and get tracfone, so they did. The phone worked for that what he needed it for, and he actually texted back then, but got verizon and left this phone. It was a good phone though    Pros:  Flashing ringtone lights  battery life  games    Cons:  basic"	1
A fantastic mobile with unique features truly limited edition now...  Thanks to G-D 	1
"A fantastic phone for less than 200$. It is the best  LG I have owned and honestly so much better than cheap Samsung's. The battery lasts fantastically e.g. 16 hours of heavy use with WiFi on and playing music over Bluetooth. (the GPS really uses alot of battery) If I don't use my phone to browse alot I can go 2-3 days without charging, it's pretty light on features, but the stylus is nice, though I don't use it much, the camera does not complete with a new iPhone, or the multi lenses of the V series from LG, but it takes very nice clean not pixelated photos The unlocked Cricket phone works perfectly with my T-Mobile, the only thing that doesn't work is the T-Mobile wifi calling which I never really use anyway. If you just want a nice phone with a good screen and don't need some crazy specifications this phone is definitely punching above it's price point by about 300$ Attached is a photo from the camera "	1
"A fantastic phone...especially for the money! 720p video, fast processor (can't recall which one at the moment) and of course every app known to man. Slim form factor and great battery life."	1
A few pictures from the airport and take	1
a frauddon't believe him	0
"a friend has this phone and loves it so I bought one, got fast shipping! Reasonable price. Good seller, like the fast ebay check out. I like the line of statespheres so I like to keep a few back up incase I get one goes down. Really excited about the newer S11, S111, and S1V."	1
"a good basic phone. No camera or MP3 player, but is blue tooth compatible. If your looking for a no frills easily replaceable phone this is a good choice. The front display is also nice although its not color"	1
"A good basic serviceable no-frills phone. Mine was lost and I needed a quick replacement. No camera, awkward menus, difficult to text with."	0
A good buy to use while traveling outside the US. Just pick up a local sim card wherever you happen to be. Works like a charm.	1
"A good multiband all rounder, unlike the K610i where the keypad is far too small.  This phone can also be unlocked for use on all networks.     Used this model of phone before in Peru with no problems."	1
A good phone at a good price	1
A good phone for the price. 	1
A good phone!! Is a gsm carrier that give you the posibility to travel around the world and continue having a nice experience	1
"A good phone, everything is as in the description. Delivery is fast. everything cool."	1
A good product very light in weight and functioning powerfully.	1
"A good reliable device that performs as it is supposed to.  A good phone with a fast processor. The phone has such a low friction surface, that dropping it is something to be wary of, but other than that, the phone is one of the best I've owned yet and I have had many phones."	1
A good seller A++	1
"A good seller, I advise him to deal with! Quickly sends the goods."	1
"A good team with easy handling and strong performance of work, a versatile operating system for business people with good presence, and excellent role model .. I recommend ..  a very good phone, which is far above others."	1
A GREAT CATCH!!!!	1
"A GREAT item for the person who needs durability in an Android device. ONLY real downside is that it is ONLY a CDMA U.S. ONLY phone &amp; NO MATTER what anyone says, IT IS NOT GLOBAL!!!! It does require a Sprint SIM card (STUPID &amp; DUMB). This phone has NO capabilities to work on foreign GSM frequencies!!!!! The device itself IS an AWESOME design &amp; form-fit. Although it has WAY TOO MUCH Sprint Bloat-Ware &amp; NO Music player (You can get one from Google Play). The speed is FAST &amp; the IPS G2 screen is PERFECT."	1
"A great looking phone, in good working condition. The only thing about the phone, the back plate seems has if it has been painted black. There is a tiny spot of burgundy showing through, other then that love the phone and still will refer the seller to friends and family."	1
A great new album by TheChickenYard. Purchase you hardcopy CD here today!	1
A great phone had a very good price seller shipped the item quickly I would definitely buy from this seller again	1
"A great phone I feel this phone is worth every penny  And do you know why? Simple: the HTC One is one of the best-designed phones on the planet. Not content with inventing a new machining process to allow the body to be all aluminium, the Taiwanese firm has extended the screen to the edges of the chassis further than ever before, meaning you&apos;re getting a 4.7-inch Full HD display without the additional heft you&apos;d probably expect."	1
"A great phone with everything you will ever need. Yes it is a little bulky, but it&apos;s worth the hassle cause its an amazing phone. had it for the last few months, has never given me any problems. The mp3 player, wi-fi,2mp camera make it even more attractive. The touch screen is a nice addition too, though people may say the keypad is very tiny when flipped open. I used this as an mp3 player or as a internet device when i was bored. truly a great buy."	1
A great phone with extras and at a fantastic price recieved four days after ordering and arrived as described by the seller	1
"A great phone, I wrote a more detailed review but eBay didn't let me post it"	1
"A great phone, not only for the price (A quad-core smartphone for less than $150, simply unbelievable!) but also for all the features this phone has: the latest android version, good camera, a long life battery"	1
A great product for personal and potentially business use.  It is very easy to adapt go and allows you all the access ability of  a mini computer.  The screen has great visibility and clarity.	1
A great second device and perfect for emails! Plus its a pretty dam good backup phone.	1
"A great transaction, got here quicker than I thought it would!!!"	1
A great unit for a gift for a daughter. She demonstrated the functions of the unit which I found amazing.	1
A great used product shipped super fast! I&apos;m a happy customer who would shop with this seller again in the future. Product was well packaged and was just as described in the listing.	1
A great way to purchase a phone without signing a contract. Recommend everyone to purchase items from Ebay.	1
"A little background:    I have a highly technical and skilled background, comprised of over 20 years of computer/networking, electronic, mechanical and automotive engineering and repair. I work closely with computer programmers and software engineers.    The Nexus line of products has always attempted to represent what a phone/tablet SHOULD be. There have always been tradeoffs regarding quality (hardware fit, finish, feel and style), features (hardware features, not android features), and price. Sadly, Nexus devices, though always sporting the latest and greatest available iteration of Google&apos;s Android OS, have always seemed to lag behind the competition (if there were any) in terms of the overall quality, feel, ergonomics, and &quot;cool&quot; factor of their devices. It may be a negative, but look at their target demographic: developers, software engineers, and Android purists (those who dislike themed, modified, crippled or bloated versions of Android, which every big phone maker seems to include on their devices). They are NOT targeting High Schoolers, hipsters, trendy posers, or soccer moms.    That being said, there are many different features that some look for in a phone. Some people adamantly demand minimalism; old Nokias, Motorola flips, or phones that only display names and numbers. Some like a small, diminutive device, sporting as many features as possible (wearables). Others prefer to use something that is a mix of function and form, something that fits their hands, is easy to use, and stows easily in your pocket: These are your average smartphone users. Then there are those who desire something a little larger, just to make it so you can enjoy your high-resolution screen, and not fat-finger every other letter whilist texting. Something that has less of a tradeoff of function, and more of a compromise with its size. Enter the Phablet: A phone Tablet. Practical for a phone, albeit with a slight ergonomics penalty, but bristling with features, battery life, larger screens, and offering superior two-handed (or thumbed?) functionality.    The number one complaint is that the screen isn&apos;t as bright with as accurate color reproduction as it should have. The last time I made artwork in direct sunlight requiring all my colors to be Pantone certified, I admit, it may have been less than awe-inspiring, and the colors may have been a little more blue than is allowed. That was sarcasm. The reality is that this phone has a bright, beautiful and very nice OLED display. Yes, it is a last-generation panel. Think about it: Samsung basically owns the smartphone OLED market; If your flagship product(s) all use your latest technology, why would you sell that tech to your competitors, so they can better compete with you? Samsung though about this, and didn&apos;t let Motorola (the Nexus 6&apos;s developer) have it.    I love the minimalist, functional, full-featured, always latest-and-greatest, unlocked, no bloat, and no branding of the Nexus devices. No, you don&apos;t have to ask your carrier for permission to tether. No, you don&apos;t have to remove dozens of junk apps you never use. Yes, it&apos;s one of a small few phablets (it&apos;s either a Nexus 6, a Galaxy Note, or some unknown Chinese/Korean make) on the market.    My only complaint: It&apos;s overpriced. This is a $450 phone, not a $700 premium device. It&apos;d need to be made entirely from aluminum for it to command THAT price."	1
"A little nervous about buying over ebay, but product was of very good quality, no problem getting it hooked up.  My son (12 yrs old) loves it.  All is good."	1
A LITTLE SMALL FOR MY LIKING BUT CELL PHONE LOOKS NICE..ITS CUTE...FITS RIGHT IN YOUR POCKET.....GOOD FOR GIRLS OR TO TAKE TO SCHOOL OR FOR WORK...CAUSE ITS SMALL TO FIT ANYWHERE.	1
"A little small, but a good phone. "	1
"A little trouble getting started, took it to Verizon, they informed me it Boost locked, checked around found that Sprint could activate it. Works fine. No contract, ok, but your phone is locked, so ""really"" no contract."	1
A lot better than the IPhone 4. Faster too!	1
A lot of features are not working. Not functioning well or connecting with other phones. A lot of features mentioned do not work properly. Do not waist your money!!!	0
"A lot of promises nothing delivered.If something is listed as working, it supposed to be that way even if he said no returns. Spent 2 days trying to activate and process never was completed. I trust that ebuy money back guarantee will work for me."	0
"A lot of scratches at the back, the charger vey bad quality. "	0
A lot of scratches in the back side which seller did not specified	0
A lot of stuff keep pop-up and it can stream videos even with high speed internet. Many atime I can't even make a call or receive one as it just hanged and freeze. I bought two of it for my 10 and 5 years kids birthday gift bought it was a disappointment. It is just a mess and I can't recommend it to any body;;; period!!!!!!!!!!!!! 1/5	0
A lot of stuff not included 	0
"A lot of times when you get something that says it's it's very good condition, about half the time it's not. This however, was is,almost new condition, there was like 2-3 very small scratches on the screen, the back, battery and bezel look brand-new. All in all, I would recommend buying from them in the future"	1
A lot of value for the money	1
"a lower part of the screen seems to be damaged, since there is bright spot about size of thumb nail that is visible when screen is light"	0
"A malfunctioning phone, not described as such by seller. After numerous attempts by Verizon&apos;s tech folks, was unable to make it connect to their service and put it into use. Verizon advised that the phone had some internal problems that probably wouldn&apos;t justify repair cost. Seller didn&apos;t answer emails, and purchase price wasn&apos;t large enough to justify a bare knuckles effort to resolve the problem, so I wrote it off as a bad deal."	0
A mi hija le gusta mucho	1
A moisture error kept popping up. I had to send it back. 	0
"A month after I got the cellphone, the front screen is starting to come off, like the glue is not holding the glass. Was the phone refurbish, And it is being sell as new?"	0
"a new battery was installed and the phone powered on, but the battery drained to dead almost immediately. the battery was recharged, phone powered on again, and the same thing. paid $130 for a phone that does not work, and the case and screen have small defects so I wasn't able to sell it for parts."	0
"A nice looking phone that has the capability to do a wide range of stuff. A mid-range phone that has similar functions of a smart phone, but with a longer battery life."	1
a nice smart phone for the money.  able to turn off data and enable wifi to save money.  Battery lasts according to how many apps you have to have open.  I usually get 2 days before i have to recharge. At&amp;t network has been great although they do charge you for a data plan even if you don&apos;t use any.	1
"A nice solid phone. Unlike the LGK8 2017 this one has gyros so you can use apps like google sky, etc. Definitely good for the value. I don't know why anyone would want anything more than this one. "	0
"A pain to switch I was redirected to customer service, Mostly I think it was Virgin Mobile service, it comes and goes not very dependable. other than that its pretty good on the wifi end."	0
a perfect smartphone!	1
a perfect upgrade from my Iphone 4. Very happy in all respects.	1
A person good to deal with :) Thanks so much	1
a phone i ordered it didn&apos;t work on my t-mobile sim card i tried on different sim cards but it still didn&apos;t work.I like the phone but it does&apos;t work so it worthless for me. the phone still sit on my desk.	0
a phone i ordered it didn&apos;t work on my t-mobile sim card i tried on different sim cards but it still didn&apos;t work.I like the phone but it does&apos;t work so it worthless for me. the phone still sit on my desk.	0
a phone i ordered it didn&apos;t work on my t-mobile sim card i tried on different sim cards but it still didn&apos;t work.I like the phone but it does&apos;t work so it worthless for me. the phone still sit on my desk.	0
"A phone in this condition doesnt belong here! Why will someone buy a phone the is broke and in terrible condition like this? Is ridiculous trying to have or make a sale out of something that has no value or worth nothing, put this in the garbage! Cant believe what people would do just to get money! This needs to change!"	0
"A phone itself looks o.k., but I cannot use it, since Sprint announced it &quot;lost or stolen&quot;. After hours spent on corresponding with the seller, and on the phone with Sprint, I gave up. Sprint had offered me a newer phone at no charge, though. I DO NOT reccommend buying used cell phones on ebay, unless all the serial numbers have been checked with the carrier."	0
"A phone not worth it:    CRASHED TONS WHENEVER EMAILS WOULD COME IN I WOULD HAVE TO SEND/RECEIVE, PUSH EMAIL STOPPED WORKING WITHIN THE YR I OWNED THIS PHONE. THE BATTERY WAS OK- NOT THE BEST- BUT WITH ANY SMARTPHONE BATTERY LIFE HAS BEEN CONSIDERED SOMETHING THAT STILL IS SLIM (MY IPHONE DRAINS TONS TOO) i would get it if you are already owning a smartphone that is a little bit more laggier then this."	0
A phone that dosen't even work and your asking for $199?? wow what a rip off	0
"A phone was sent to me that didn&apos;t work, it wouldn&apos;t even give a power signal to charge. Now I can&apos;t even find there store to return it. I would never recommend this seller."	0
"A phone worth using.    I have used so many  phones, but this and the Iphone really stood out for me.    i loved it. Its just really easy to use and could do everything needed it to."	1
A pleasure buying from this seller. I had to make adjustments to my receipt of the product and they were extremely helpful. Two thumbs up! 	1
A plug and play product for our T-Mobile cell phone plan/sim card.  No issues with start up and was able to be online within minutes of powering on.  Delivered on time.  Looked great right out of the box.	1
A Quite Sylish Phone for its price.  Nice feel to it and fits into the pocket quite well.  If you do not want all the technical stuff then this phone is worth looking at.	1
"A rare example of smart phones with qwerty keyboard, and this is good. The old version of the android, but it is solved. Not such a great performance, but for surfing and communication lacking in abundance, you can run some games."	1
A really good phone	1
A really nice capable phone and a good value.  Latest OTG (on the go) in the USB/Power connector was essential for the Oximeter I wanted to use.  Has FM radio.  Other than being a little bigger than I wanted it is excellent!  Does everything I need and want.	1
"A replacement for my previous Nexus 5X which died. Can't beat these features at this price. Always up-to-date Android (Now 8.1), great camera, great screen, does all that I need. Only negative is that Nexus is hard-wired not to allow call recording, so none of the call recording APPS work. Not sure why they did that. Otherwise, no complaints.  Product delivered on time, in the box, new as stated. Thank you!"	1
A replacement phone as the battery is no good. Now they want me to send it back and be without a phone? How am I going to stay in contact afrer phone was send back???? 	0
a review for the s4 seems a little out dated. but it is a good phone easy to use and fast to connect to the internet. all with a lower price then the newest and greatest which is now getting closer to a thousand dollars.	1
A SAMSUNG CONVOY 4 SM-B690 FLIP PHONE VERIZON	0
"A terrible experience.  The iPhone is crashed and sunken. The seller declared it is in ""Excellence""  condition and is sold at higher price.  The battery is wear out and need to be exchanged.  "	0
A ton of features without the huge price tag	1
A ton of phone for money !	1
a top phone you will never go wrong with this phone no matter what you do battery life is good and talk time even tho this phone is over 10yrs old it still ranks at the top 10/10	1
"A tough little no-frills phone that takes pretty good pics and has a great speakerphone, good strong vibration, and works great with bluetooth."	1
"A truly reliable mobile phone. Only one flaw though. Contrary to what was indicated, it does NOT support a FM Radio, at least not one that doesn't use data. Prior models from the same maker did though. "	1
"A used device with corporate security that I couldn&apos;t erase. Even with a security key.  I tried to wipe the phone many times, but each time the same problems."	0
A very bad seller who should be purged from Ebay. The seller did not ship the item to me after I paid and refunded me after I requested the shipment.  	0
A very durable and reliable phone! I loved my 6S Active and I love my 8S Active even more!	1
A very easy to use mobile and user friendly. Performance is excellent and also battery life. A very good product and a very good price.	1
A very good buy and a fabulous seller	1
A very good phone ....No need to buy a new phone. This phone as delivered was like new. The battery life is better than my other Brand phone..	1
a very good phone and I love the slide out keypad. It is chargeable and durable and works awesome. a must have phone for the person who texts a lot.	1
A very good phone for the price. In an excellent condition and works perfectly. The seller even included charger and an adapter. Thank you. Very pleased!	1
"A very good phone that combines everything I always like into one place: Blackberry high-end hardware, Blackberry security features, popular Android apps, unlocked (not tied up to any carrier), and specially at a very good Ebay price.  One minor con: because of the slide-out physical keyboard the phone is a little bit too thick than what it should be. But   it still feels very comfortable in holding in one hand, with its back made of some kind of special material that made the phone less slippery.  At $299 sale price on Ebay I think that the best phone I can get. And the service of the seller was also outstanding: the merchandise was delivered right on time and in top-shape. I would consider this seller's service again in the future. "	1
"A very good seller, it is worth recommending, look forward to the next cooperation!"	1
A very good team and at an affordable price  	1
a very great product... it works very well.  i love it... the phone was brand new and exceeded my expectations...  i was also very impressed at how soon the telephone was delverd me... hats off to the seller... i am very satisfied	1
"A very nice and excellent, it has plenty of features, and it does just about anything you want it to do. A great phone for a great price..."	1
A very nice color Apple did a good job in designing the very sexy & luxury Red color it suppose to add the ladies in cosmetic of her dress and jewelry. It is a hot product and very high demand. Just like the jet black at it first introduction.	1
A very nice phone and it was here in no time	1
"A very reliable salesman, the description the 100% truthful one of the article! Thanks, I hope to return to buy some of its articles!"	1
"A very smart phone for very smart people.  It is solid, it does absolutely everything I need a phone to do without all of the data plans and the hoopla extra packages.  I still use one to this day and I really don&apos;t see a phone that I want to pay for to replace all that it can do."	1
a waste of money	0
A week after I bought this it powered down and wouldn't power back up. Try the soft and hard reboot but got nothing. Paid to have a new battery installed and still broke. Not worth my time or effort to return.	0
A week after I finnaly recieved my phone and the 7 day return was up my phone stopped working properly. when I open the phone the screen will not turn on and I miss calls and texts as well.I WILL NEVER BUY ANYTHING ON EBAY AGAIN because of this I ended up having to buy another phone so I wasted my money on this product.	0
"A week after I received the phone, the screen started messing up, wouldn't register I was touching it, the camera opens whenever it feels like it. "	0
A well refurbished phone. Well satisfied with the product. A really good little phone which fits in the pocket easily. Just what I wanted. Unfortunately I misread the description (my fault) thinking that the phone would come unlocked. This error cost me another �20 getting it unlocked. Having said this I still give this seller a 5 star rating. I have already recommended this seller to friends and will continue to do so if they want a refurbished phone for a very reasonable price.	1
A worthy replacement for my 2- razr phones. The ease of the touch screen and full slide outkey board are a breeze to use. The battery life is wanting but that&apos;s what chargers are for.	1
"�""���""��������.�`*.� Amazing the best, very fast with the shipment, excellent seller �.*��.��������""���Thanks!"	1
"A) I bought for my kids  B) I do not like the product because I have not been here in my country enabled RD because they knew that when &quot;TracFone&quot; say they serve here. According explained to me on the telephone office that these phones work with an antenna of lowest frequency used in my nation.  C) There would buy this product again because it has to be a warning from the seller with such information to users of ebay so we can buy with greater confidence, because now I lost the cost of the 2 devices and what the shipping cost to the Dominican Republic, as a customer I am very dissatisfied, is money wasted."	0
"A.)  Battery life is horrible!  If on the phone too long: listening to music for example, it will heat up and kill the battery.   B.)  Wifi: Everyone around me is able to connect to the wifi, no problem.  C.)  Service:  I have experienced drop calls, and I have difficulty finding reception.  "	0
A+ Best money can buy! You never go wrong with this phone. Flawless operation! Very convenient in day-to-day use for business and pleasure! Beautiful screen!	1
A+ description and value....	1
A+ grade phone. 5*	1
A+ nice as described 	1
A+ Phone...Perfect Size...Can do Everything w/ this Phone...Great Quality.. Highly Recommended!!!!!	1
"A+ seller , very happy with the deal."	1
"A+ seller, quick delivery, great value"	1
"A+ seller, quick response and very fast shipping. Very impressive "	1
A+ to infinity  thank you	1
A+ WOULD DEFINITELY BUT AGAIN	1
"A+,bought a phone from this seller in New condition excellent product thanks"	1
"A++ definitely a great product! Great cosmetic condition, plus it got here 2 days early! Excellent seller! Will definitely buy from them again!! "	1
A++ excellent product  A++ excellent product  A++ excellent product  A++ excellent product  A++ excellent product  A++ excellent product  A++ excellent product  A++ excellent product  A++ excellent product  A++ excellent product	1
"A++ Seller, phone is in as advertised condition, great communications, would do business with again."	1
"A+++ better than described, works great. Thank you "	1
A+++ Fast shipping	1
A+++ Great communication with me and just easy seller to deal with! Will continue to purchase from this seller in future! Thank you! 	1
A+++ seller answered all my questions and shipped product super fast would recommend this seller to everyone!	1
a+++ seller!!! thanks 	1
"A+++ tthe Itim arrived on time, it was just like the description! firm price!   responsive seller!  thanks  "	1
"A+++, item in neat condition"	1
A++++ seller.  Quick shipment and just as described 	1
A+++++ GREAT TO DEAL WITH	1
A+++++ very good customer service and overall I was super satisfied with the purchase and I will be doing more business with you guys again and will recommend you to others	1
A+++++++ Exelent 	1
A++++++++++++...................................................................................................................................................................	1
A+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ good jo and great items always buy from here	1
"A+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++, excelent �tem,"	1
A++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++	1
A++++++seller �Thanks! 	1
A1++++++++++++++++++	1
AAA  +++ Great Phone covers all my needs thank you and have a great day. ;-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-);-)	1
AAAAAAAAA+++++++++++++!!!!!	1
"AAAAAAAAAAAAAAAAAAA!!!  Fast, professional and the product description was accurate and new as stated.  I highly recommend."	1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1
"abaut this cellphone,i dont know they deliver tome not working phone and i send it to the back,i even open dispute with paypal, and some how i was to late dispute closed. and i lost $ 79.00  because of this i will never buy anything from E BAY  and never use  PAYPAL  or recomend  to any one.Its better buy with Amozon .com locol buy  local dealer,any problem send it Amoazon  they take of it for you"	0
Abhorrent customer service and unbelievably slow shipping. Do not buy!	0
"About 1 year ago, US Cellular stopped supporting pre-paid US Cellular phones for customers who had contracts.  The phone I purchased was not a normal contract phone but a pre-paid phone that is useless.  It can not be connected to US Cellular network.  I believe that the seller should have known this.  Also, the charger that was included did not work.  I&apos;m out the $25.00 and have a dilemma - If I return the useless phone, how do I know that it won&apos;t get re-sold to another person allowing the scam to continue.  Maybe it was a mistake by the seller, but if it was he was selling more than one phone of this type and I am sure he must of heard from other buyers."	0
About one never work that I have my refund no	0
"About seller: Great service, fast shipping.  About the cellphone: Very nice, it has everything I need, web, google chat, email, youtube. It&amp;apos;s not as customizable as other smartphones but it gets the job done."	1
About this as a replacement phone and now I regret it the battery does not stay charged longer than 30 minutes to an hour at the most very frustrating	0
"About two weeks ago,  I sold a phone to a friend of mine, and it just so happened that i drop the phone by accident and it broke. i then decided to replace that phone for this one, at the time it look like a great offer, after reading the description twice, i decided to bid on it. i won the item.   It arrive very fast, that&apos;s good, but it was incomplete. The seller send the phone but misplaced the battery, and told me that the phone comes without a back cover. The charger is not for this LG phone, the one the seller send me is for a samsung phone, not LG.    I am not the king of person that likes to leave negative feedback at all, I rather communicate first and try to work things out, the last resort is a negative.    I requested the seller for a refund, but if I had the need to buy a phone on e bay again, it will not be from this seller, and I hope that anyone that reads this would think about it, before giving your money away.    this is why I never had a chance to use the phone."	0
"Above the expectation! Arrived a day earleir than expected.  In beyond perfect condition even though it was only listed as ""good"" it was like brand new! "	1
absolute garbage. The only worse phone made is a ZTE flip.	0
Absolutely amazing sale and transaction A+++	1
Absolutely fantastic the battery life is better than any other phone i have. My love of phones are Nokia i think they are the best and i have several as i am a bit of a collector of mobile phones	1
"Absolutely great seller. We had problem with handset and a replacement was promptly sent. Wow, before we know it, everything worked out great. I really thought I lost my money on this purchase but all ended well.    Thank you. Thank you. Thank you."	1
"Absolutely hate this phone! No memory, phone won&apos;t allow apps to be put on SD card. ATT unable to help.  Lost my ringers, it&apos;s difficult to use. I won&apos;t even give it to my kid.  Just bought an iPhone. Can&apos;t wait til it arrives.  Throwing my Samsung Doubletime in the trash!"	0
"ABSOLUTELY HORRIBLE EXPERIENCE. I PAID BY PAYPAL, BUT THE PRODUCT NEVER CAME, THE SELLER NEVER CLAIMED THE PAYMENT, SHIPPED THE PRODUCT OR REPLIED MY EMAIL WHICH WERE SENT MORE THAN THREE TIMES."	0
"absolutely hot wet garbage. have not been able to connect to Sprint network as advertised.  Whoever refurbished it did it no justice. It came with no battery, which I ended up buying and still I couldn't connect to Sprint with this Sprint-advertised phone...smh"	0
"Absolutely love it bought a Sim card for a dollar and used my existing remaining time for net 10 very easy I can play any high detailed Android game I've tried and I specifically tried the most detailed and they run just fine, and with spashtop I was even able to play a very graphically advanced pc game on my PC from a different city it worked but is impractical without a keyboard but was fun just to see it is capable"	1
"absolutely love it!!! easy to use, so much I can do with it! great purchase, would definitely recommend"	1
"Absolutely love it, exactly what I wanted thank  you THANKS!"	1
Absolutely love it. Just what I expected. I unlocked it so I can use it around the world or wherever I go that has gsm there. All I get is a blackberry plan or simply use wifi.  Great FONE I must say	1
Absolutely love the phone! Exactly what I expected. probably the best seller I've had the pleasure of doing business with!!	1
Absolutely love this Blackberry Curve for MetroPCS. Awesome phone with no contract and excellent service.	1
"Absolutely love this device, great buy for a good price and delivered sooner then expected"	1
ABSOLUTELY LOVE THIS PHONE.  SO EASY TO USE AND I LOVE THE FACT THAT I DO NOT NEED TO TYPE ANY OF MY TEXT MESSAGES. IT HAS VOICE MESSAGING AND MY DAUGHTERS ARE JEALOUS THAT I HAVE A PHONE BETTER THAN THEM FOR ONCE IN MY LIFE.	1
Absolutely love this phone. Great value also. I recommend this brand to friends all the time. The camera is great and video also.	1
Absolutely no scratches in mint condition	1
"absolutely rubbish phone even for a first phone for a child the buttons are hard to press the camera is very very poor quality,pictures that are taken are no good at all all blurry and not able to make out the picture,ring tones are very basic battery life is less than 1 day if the phone is not used at all and just left turned on if you use the phone it only lasts about 4 hours,would not recomend this phone to anyone at all its very poor quality for money a total waste of manufacturers time making it absolutely useless.."	0
Absolutely the best phone to update to that can still fit in a pocket!	1
ABSOLUTELY THE WORST STORE I HAVE EVER PURCHASED FROM! TWO AND THREE DAY SHIPPING IS A JOKE. CUSTOMER SERVICE IS RUDE AS EVER AND THEYRE JUST SELLING STUFF THEY ARE BUYING FROM AMAZON AND HAVING AMAZON SHIP TO YOU WHICH IS NOT ALLOWED ON EBAY! DEFINITELY GO SOMEWHERE ELSE TO PURCHASE!!	0
Absolutely wonderful.  The exact phone that others are paying 30% more for and shipped very quickly too!	1
Absolutely wonderful...... 	1
Absolutely worth every penny! Battery life on this phone is awesome!!! Waaaay better than my galaxy mega 6.3! 	1
absolutely would not buy from this seller again.  product was an imitation and it broke in few weeks.  garbage !	0
Absolutey perfect ebayer.  Couldn&apos;t be happier.  Everything was exactly as stated in the product description.  Received shipment extremely fast and was a great value for what it was listed for.  I would highly recommend to anyone and everyone.	1
"Absolutly love it, it has a great battery life, awesome response, and just get a couple of mods, wich are a goo complement to the phone."	1
"Accidentally dropped my old Nokia in the lake, so I bought this Kyocera Rally in order to keep my T-mobile pre-paid account. I took it to a T-mobile store, whereupon they put in a SIM and activated my existing account in the new phone. No charge for switching it.  It is so light I hardly notice it's in my pocket. Press and hold a bottom key to disable the keys so you don't accidentally make a call. Speakerphone is handy to take/make calls so you don't have to hold it. Very pleased with this phone."	1
According to Sprint this phone was not even worth the shipping and handling. But i can play the bubble game. Sprint could not get the phone up and running. I really wasted money having just being out of work and needing the phone for my new job.	0
According to Sprint this phone was not even worth the shipping and handling. But i can play the bubble game. Sprint could not get the phone up and running. I really wasted money having just being out of work and needing the phone for my new job.	0
According to Sprint this phone was not even worth the shipping and handling. But i can play the bubble game. Sprint could not get the phone up and running. I really wasted money having just being out of work and needing the phone for my new job.	0
Accurate description phone works great	1
"Accurate description, phone in perfect working order. Happy with purchase "	1
Accurate description. Fast shipping. Thank you.	1
"Accurate discription, fast delivery and follow through on missing piece. Thank you for an excellent transaction."	1
Accurate in that it didn't work.   Disappointed to find water damage made it useless for any parts.   I guess I was the sucker born that day	0
"Accurate listing of product quality with pictures, quick shipping and nice safe packaging. Good deal to boot. Thanks. "	1
"accurate product description, good value many thanks"	1
Acquired by inexperience because he did not know what the phone is blocked and lost money.	0
Actually bought it for my dad because he was frustrated with the newer phones. He just wanted a phone that&apos;s it. This works great for him. Plus he no longer butt dials people	1
"actually he put on the tital used phone and in the discription he put faulty i just read the tital and condition used then i bid but it was wrong the phone was faulty he didnot mention on top so price was too much as faulty thats why i didnot pay for this phone, thats the only reason i never pay for this item, thanks a lot.   sajid"	0
"Actually I bought this cell phone for my son who is in another country. Well, from what I learnt from my son the phone is working great and no complaints so far. I would like to say its so far so good. No problems."	1
ACTUALLY I CANT SAY NOTHING ABOUT THIS PHONE HTC HD7 BECAUSE I BOUGHT IT FOR SOMEONE BUT I THINK IS GOING TO BE A CHALLANGE PHONE.	1
