review	TAGGING
"H�lle und Akku leider Fake, der Akku musste alle 3 Tage f�r mehrere Stunden geladen werden, w�hrend der Originalakku mind. 1-2 Wochen h�lt.  Die H�lle war billig verarbeitet, hinten fehlt der Nokia Schriftzug.  Das Handy an sich war technisch einwandfrei. "	0
hya thanx for a great service the delivery was fast happy with the item sory its late reply eny body wanting to purchase enything from this buyer should do so it they will be happy	1
"I   love the phones, however neither worked. Sellers email not working. Ebay will not retutn my emails either."	0
"I  bought this for my daughter and she is more than happy with the condition of the phone. Mint, as advertised!"	1
"I  bought this item in August 2014, and today January 12, 2015 (4 mnths) my phone went completely blank. I have gotten no help with customer service and i&apos;m very, VERY upset! Either send me out a new one or i am filing a claim!!"	0
"I  CANT  PROGRAM  IT,,,,,  ITS   TOO   HARD."	0
"I  DID NOT  RECEIVE  WHAT  I PAID  FOR,  SO  I  WOOULD  LIKE  TO  GET  MY  MONEY  BACK  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	0
I  didn't like it at all the phone never could get hooked up and it was just bad	0
"I  don&apos;t like, because no has ship, I had mistake when bought, I don&apos;t see what was , other company no similar with the my . the my is AA&amp;T AND THIS COMPANY IS VIRAZON, for this I&apos;M dislike"	0
I  I have  ever  bought on ebay!!!!!!  I had to return  this phone to straight talk because  The phone would not turn on!!!!!!                      Would have liked my money back	0
I  love the item. 	1
i  never recieved my phone i purchased it a week ago and i haven&apos;t got a tracking number or an email saying that my phone is being ship i would like file a complain.	0
i  never recieved my phone i purchased it a week ago and i haven&apos;t got a tracking number or an email saying that my phone is being ship i would like file a complain.	0
i  never recieved my phone i purchased it a week ago and i haven&apos;t got a tracking number or an email saying that my phone is being ship i would like file a complain.	0
"I  received notice from AT&amp;T that the phone I had would no longer be supported after 7/30/14.  I was using a cheap small phone after my original Pantech took a dive in some water.  I am so happy with this phone.  When I called AT&amp;T to find out if this one would be supported (they were trying to lock me into 2yrs and a smartphone) they weren&apos;t sure.  It works great, love the size of the keyboard and very sharp looking."	1
"I  think it's absolutely great.  I use it mainly for email, calendar, tasks, notes, phone, and things in my daily life that require planning.  For me, it does everything very well indeed.  It's also excellent quality, and the keyboard is much better than a screen keyboard - easy and satisfying to use.  Overall, a wonderful little unit (just the right size, by the way) that is highly recommended. Rolyb"	1
I  was shocked that the phone was in basically new condition and I received the delivery of it very promptly. I am very presently pleased with the entire transaction and I usually don't write reviews but I made an exception in this case because you have to give credit where credit is due. THANK YOU VERY MUCH!	1
"I &apos;downgraded&quot; and bought this phone over a year ago because my &apos;newer&apos; bluetooth phone sounded so bad.  It has a great car kit.  Someone at Kyocera actually spent the necessary time to consider all the issues for a car kit!  Put the phone in its cradle and it charges it, and automatically hooks up to a microphone and speaker installed in my car.  Even turns off my car stereo when a call comes in.  Most importantly, it sounds great to both me and the person I am talking to.  I have had other car kits in the past, and none has sounded or worked as good as this one.  I am very happy with the phone both in and out of my car."	1
I &lt;3 it.. I highly recommend this Seller.. Arrived Sealed &amp; New Great Shipping Time.. Seller Delivers the product Brand New &lt;3 Thanks :)	1
"I &quot;upgraded&quot; from the samsung moment to this phone.  I usually love samsung products but I can say that this phone falls short.  There are MANY glitches with the phone and in researching (After my purchase), I found that they are common issues.  I.e. the phone randomly turns off, it closes your programs immediately after you open them and also will &quot;discharge&quot; the battery when you plug it in to charge.    On the plus side I do like the new android set up that this phone offers.  But overall I miss my Moment."	0
"I &quot;upgraded&quot; from the samsung moment to this phone.  I usually love samsung products but I can say that this phone falls short.  There are MANY glitches with the phone and in researching (After my purchase), I found that they are common issues.  I.e. the phone randomly turns off, it closes your programs immediately after you open them and also will &quot;discharge&quot; the battery when you plug it in to charge.    On the plus side I do like the new android set up that this phone offers.  But overall I miss my Moment."	0
"I ) Can't transfer data from old phone. 2) Phone was made in Korea, But QC is China ? 3) Asked seller about the phone . The feedback was check menu. Very disappointed ."	0
"I \bought\ this\ phone,\ because\ it\ is\ very\ easy\ to\ use\ and \it \has\ all\ the \right\ option\ for\ me.\ I\ really\ liked\ the\ design\ of\ this\ phone \and\ the\ quality\ of\ the\ materials\ from\ which\ it\ is\ made,\ very\ comfortable\ grip.\ The\ only\ disadvantage\ of\ this\ phone,\ is\ something\ that\ quickly\ gets\ battery."	1
i 100 percent payed with visa and have no hurd a word  are they a scam ? i dont have much to say but this im gonna pyt up letters to get to the 100 jjjjjjj jjjjjjjjj jjjjjjjj jjjjjjjjjjjjjj uuuuuuuuuuuu uuuuuuuuuuuuuuu uuuuuuuuuuuuuuu uuuuuuuuuuuuu uuuuuuuuuuuuu uuuuuuuuuuuuuuuu uuuuuuuuuuuuuuuuuu uiuiuiuuuuuuuuu uuuuuuuuuuuuuuuu uuuuuuuuuuuuu uuuuuuuuuuuuuuuuuu uuuuuuuuuuuuuu uuuuuuuuuuuuuuuuuu uuuuuuuuuuuu	0
I absolutely am in love with this phone. I love the features and camera. But I am heart broken that the battery life is very short if you are on your phone lot. Also this is my second v10. The 1st one over heated and would not turn back on. My second one is stuck in boot loop. 	0
I absolutely hate it. If you put any apps on it  it will not operate correctly. Literally will not function or slows to a snails pace...seems to have a mind of its own. I will be purchasing a new phone.	0
I absolutely love and would buy from seller again	1
I absolutely love it works perfectly	1
"I absolutely love it. It has everything I want: excellent camera, kindle for ebook reading, music, tons of free apps to download from android market, I sync my contact and scheduler with google sooo easily, and many more. Ah, it is a great phone too, I can talk (yeah every now and then, I also use it to talk, ha ha) and send text messaging without any problems. By the way, the keyboard helps soooo much!!!  What I would like is that it has a battery that does not need to be recharged every two days (I&apos;m picky, I know)."	1
I absolutely LOVE LOVE LOVE the S6 Edge+ 	1
"I absolutely love my Blackberry Curve, definitely worth purchasing! It has so many functions. This is the best cell phone by far that I have ever had."	1
"I absolutely love my Katana-had it for 6 years and it&apos;s still going strong! This phone has been dropped, many times, and soaked in water. I never had to change the battery, charger or anything. I really don&apos;t want to part with it, but it&apos;s 2012 and time for an upgrade. I&apos;m disappointed that I can&apos;t seem to find anything but &quot;used&quot; ones:( So, I&apos;m forced to look for an entirely new phone. But, I still have my OG faithful until then."	1
"I absolutely love my LG VX7000 camera/video phone. It is so easy to customize to my personal style! You can preview and download ringtones right off the handset and program them for each person. You can program every single ring on the phone, so there is a different ringer for each person and each text message. Not all phones let you program text ringers on each person, most phones just let you program a ringtone for all text messages. The video on the phone only records 15 seconds, but sometimes that&apos;s all you need. The camera has flash, not that it helps much. I had my first LG VX7000 for a year and a half and never had any problems at all. When it was stolen, I purchased a new one off Ebay and paid $50 extra for overnight shipping. 11 days later, (after a paypal dispute with the seller) I finally got the phone. It broke within a few days, which is NOT normal for these phones. I had to buy another phone, but it has been great!! I definitely love this phone, I would hate to give it up!!!"	1
I absolutely love my phone	1
"I absolutely love my Storm 2. Great for texting surfing the web as well as pictures. The part that I love the most is the fact that it&apos;s a great touch screen. So many applications and space for downloads. I had the Storm 1 first but had to sell it, loved the entire way the phone works so much that I decided to buy the Storm 2. Only negative thing I can say about the phone is that it does tend to freeze up quite a bit but, it&apos;s because it&apos;s a mini computer. You can literally do almost anything with this phone. :-D STORM 2 Rocks. You can also unlock the phone like I have and use it on any network. I myself, use the Storm on AT&amp;T. I&apos;m sure people are gonna ask why I feel this way, but, I&apos;d choose my Storm 2 over the new android systems as well as the iPhone. I even love how when you touch the screen it clicks so you know exactly what key your clicking."	1
I absolutely love the Motorola RAZR it is an awesome phone with great functions and it is easy to use. I have had many other phones but none compare to this phone.	1
I absolutely love the Motorola RAZR it is an awesome phone with great functions and it is easy to use. I have had many other phones but none compare to this phone.	1
I absolutely love the phone that I just received. I decided to buy this item due to price and having a full keyboard.	1
"I absolutely love the way this auction went, not just because of the item, but because of the easiness of the transaction, shipment and all. i would definitely see myself buying from this seller, OFTEN...."	1
I absolutely love this item .. The mobile phone is used but as a good performance .. Great Great Great	1
"I absolutely love this phone , I bought this to upgrade from a Galaxy S3 and am very happy with it . it may not have certain features such as notification light for missed calls and Emails but I can live without the flashing light which use the battery much quicker . I highly recommend this phone to anyone ."	1
"I absolutely love this phone and I might have preference because I upgraded from a Galaxy S5 mini. However, the display is stunning compared to lesser generations from all companies. The battery life gets me through the day and more, it gets through intense gaming (Hearthstone takes a lot to run on a phone), YouTube videos, and lots of Snap-chatting. The phones back camera is great especially with the software upgrades such as HDR, but it has 12 megapixels (MPs) compared to the S6's 16 MPs. The front facing camera, however, has gotten an upgrade from both the S6's and S7's 5 MPs up to 8 MPs. Another notable feature would be the virtual buttons on the bottom of the screen which allow for the display to flow through it. Lastly would be the finger print scanner on the back of the phone, I love the placement of it, but that might be just me. In all, I think it is a great phone, but there are only a few differences that set it apart from the S7. If you are on a bit of a budget go for the S7, but if you want a better selfie camera and display -- along with the usual battery and processor improvements -- go for the S8."	1
I absolutely love this phone it's amazing display is awesome camera features are totally ridiculous and out of this world superseding anything out there on the market today way ahead of the times battery life is phenomenal can't say enough good things about this camera phone	1
I absolutely love this phone! I have used this one for over a year and love the surfing abilities and the qwerty keyboard.	1
"I absolutely love this phone! It came in perfect condition, exactly like the picture and with all the things (like the headphones, charger ect.) that were listed! Great seller! :)"	1
I absolutely love this phone! It is the perfect size for my hand and has wonderful battery life! Love it and I am very impressed with the seller of this item as well.	1
"I absolutely love this phone! Runs great, looks good and the features are incredible! Best phone I&apos;ve had by far."	1
I absolutely love this phone! The screen is so clear. The batter last a day and a half which is awesome. And the camera is great! 	1
"I absolutely love this phone.  I wish it was not discontinued by sprint.      It is perfect color, perfect size, easy to use.      The best feature is the keypad is large enough and the flip style.      I am not into all of this tiny keys or touchscreen stuff and open exposed face plate, so this phone was GREAT!"	1
I absolutely love this phone.  My wife uses the same phone. It&apos;s not a &quot;smart phone&quot; but it&apos;s the next best thing.	1
"i absolutely love this phone.  the transaction went well.  the seller was great.  i had a few problems activating this phone, but the seller was right there with me all the way thru it.  all in all im very pleased."	1
"I absolutely love this phone. I initially bought it because the reviews on YouTube were excellent and it looked pretty cute. The internet is fast, even when I&apos;m downloading files to the phone. It&apos;s an excellent multi-tasking phone and doesn&apos;t slow even when you have 3 or 4 apps up. My two favorite things are 1) I&apos;m able to plug in my cassette/IPod adapter into the phone and turn on Pandora for free HD radio 2)I can store and view all of my Microsoft Word documents/presentations right on the phone. Very useful to a sophomore in college.     I&apos;ve heard a lot of complaints about the battery life but it&apos;s all nonsense. I was messing with it the entire day when I first got it and I was never worried about getting it to the charger. The only time you really drain the battery is with CONSTANT use. I mean four-five apps running, constant texting, and calling. For a person who generally uses a phone for texting and calling only, this phone is a dream.    My only difficulty was learning how to use everything, but I&apos;m used to really low tech phones so that&apos;s expected. Even still I was a pro within a day or two. This phone is definitely in the IPhone league."	1
I absolutely love this phone. It has battery that lasts the entire day and it takes great quality photos. Definitely happy I bought it for such a great price. 	1
I absolutely love this phone. It&apos;s simple and easy to use-a great value for my money. No data plan to pay for and easy to to text on. I&apos;m partial towards motorolas and this phone has is in very good shape for its age. Couldn&apos;t ask for anything better.	1
"I absolutely love this phone. The full keyboard is great; really easy to use, and has a great level of sensitivity. I don&apos;t have web on my phone plan, but should I ever get it, I wouldn&apos;t need to buy a new phone, which is great. It&apos;s good for really simple plans, as well as extensive ones. No big, clunky phone that I have to clip to my belt with the power of God for me. This phone is smaller, but still really effective."	1
"I absolutely love this phone. You don&apos;t need a launcher with this phone,motorola&apos;s is just fine. you don&apos;t have to worry about space, download whatever you want. The mirror feature,connecting my phone and using hdmi directly to your digital tv is so great.  this makes gaming and movies and just enjoying my phone that much more.  The only con,is the camera. Eyes always come out glowing with the flash.  I feel horrible without my pmotorola electricfy nearby."	1
"i absolutely loved the phone but not the fact that it didn&apos;t work.  i received the phone and realized it didn&apos;t work i charged it for 2 days and nothing!!! it was my first and last time i purchase something from eBay, i returned the phone back to its owner hoping that i would receive my money back, it&apos;s been almost 2 months that have past and i haven&apos;t received anything. NEVer AGAIN!!!!!"	0
I absolutely LOVED the phone.  I had to send it back because the bluetooth just gave out (I google&apos;d it and it is a common problem.  I should have done it before I bought so it was my own fault!).  It was a GREAT phone and had a wonderful experience working with the seller.  She has been great about all of it.  I would have loved to keep the phone but I needed the bluetooth to work.  I totally recommend the seller and would definitely do biz with her again!    Thanks!!!	1
"I absolutley love this phone. It is the second one that I have purchased. I love the features, graphics and it is very easy to use."	1
"I accidentally left my original cell phone in my pants pocket when I was placing clothes in the pile to be washed.  Needless to say, after my clothes made it thru a full wash and then were placed into the dryer, I was hearing some &apos;clunking&apos; around my dryer... oops!  Cell phone shot.  I searched ebay and found my same exact phone (make and model) though slightly used I didn&apos;t care, and ordered it for the lowest price compared to other sellers.  I was concerned about the ESN number of the phone, but all sellers ensured that the ESN number was good and there would be no issue upon reactivation with my carrier.  I got the replacement phone in record time through the mail and didn&apos;t have to worry about the replacement program that my cell company was attempting to offer me nor worried about renewals of contracts.  This replacement phone works fine - as expected - and now I can take my time shopping for a new plan, or just might keep going month to month.  Thanks for the quick turnaround!"	1
"I accidentally placed an order with the incorrect address, and they helped me correct it even after they shipped. Very good service "	1
"I accidently ordered the wrong item,I didnt notice until a few hours later. I quickly contacted the seller and I received a responce very quickly and stated that it was not a problem so they refunded my money right away."	1
"I activated the phone as soon as I receieved it.  I tried to download some music to my phone but it cited an error.  I called Verizon only to find out that Samsung had updated the software to the Gleam because of problems with the applications.  If you buy a phone that was not active at the time they updated this application, then your phone was not updated and could never be updated.  I returned the phone for a totally different one.  I would not recommend buying a new Samsung Gleam.  A used one might be okay if you can find one that works with the applications features."	0
"i actually bought this phone because i love sony ericsson, and i also want a phone with QWERTY keyboard, and this was the only new sonyericson phone providing that features. i like pratically everything about the phone. i&apos;m in love with the keyboard...it allows easy use.the only thing i would have prefered was if the screen was wider. in general, this is one best phone anyone can ever use."	1
"I actually bought two phones from E bay that day and when i got them they were both badly beat up. One worked for about a month and the other didn&apos;t ring or vibrate at all from the day I got it. It was, for lack of a better way to put it, a huge waste of money and I will think twice about purchasing anything used from E bay again."	0
"I actually had the HTC one M8. So I am able to give an accurate review of this product. Speed wise you can't tell any difference. The processor is almost the same as the M8. So it is made for speed. It only has 16 gb of ram built into it vs the 32 of the M8. Get yourself a Microsdram card and put any extra apps on it and it should be fine. It allows up to 128 gb . Believe it or not the sound is even louder than the HTC one M8. Amazing with the 2 forward speakers. It is by far the loudest smartphone I have ever owned. I ownly paid 76 dollars for this phone used . It comes with a quad core 2.0 cpu and is meant for speed. Mine is white with a plastic shell vs the M8 metal shell. I actually like the plastic better. It seems more modern. For 76 to a 100 dollars you're getting one of the best used phones for the money. , in my book. The only con ; It can only go as high as Marshmallow Android. Forget loading the new Nougat Android. "	1
I actually have not tested it yet. I expect it is functioning as it should.	1
"I actually like the size of the phone, although it is larger than most flip phones. It has a great camera which is better quality than most. The screen is large and easy to read. I bought it because my daughter has one just like it and really likes it."	1
"I actually purchased this as a Christmas gift for my 25-year old daughter. In the process of configuring it, I was very impressed with the styling, quality and numerous features that it provides for the price. I can&apos;t rate in regard to day-to-day use, but I think it will be very easy to use and provide years of good service."	1
"I actually purchased this phone because my girlfriends phone had just recently broke. It really worked out perfect, and the seller was very honest, and everything worked out great. I will do business with this ebayer again, now i am looking for 2 older version I-phones for AT&amp;T, or T-Mobile and 1 Sleek, and 1 Evo.  So, if you ever have anything like those up for bid let me know. Again thanks for everything.                    Rudy-gandolfo1126"	1
"I adore Apple products. I have nearly everything from the company. Because of a lot of work I needed the second mobile phono. Though it was not brand new model, it is many functional, easy to operate, easy to use with my computer, iPad and other Apple equipment. This phone has very high quality camera, video and excellent navigation. The software cover every sphere of life. What is more important for this phone there is a great choice of very good programs both for business and for entertainment. the combination of cost, quality and good software were the main feature to make my choice. there is nothing to tell that I don&apos;t like the phone. there are no drawbacks in it. I like everything in it."	1
I advise everyone not to contact this seller because he does not fulfill his requirements.	0
I agree with that one guy who says your battery drains when you're not even using any apps or anything   This would be good for your 12 yr old child. Heck they're young what's $40 but for an adult nah use your money towards something way better  Possibly a Samsung phone? An iPhone?  HTC sucks as well   A brand new Orbic goes bad in 2-3 months  It's crap and you'll see once you purchase one 	0
"i al very upset now, becaus esince i bought this phone it has not been given to me, i have paid for the the phone in the past 2months now, and nothing has been done to that effect, i have writttn all manner of messages to avail, pls i need my phone now."	0
I ALMOST DIDN&apos;T GET MY MONEY BACK ON THIS IT HAD TO MUCH DAMAGE ON IT HAD TO PART OUT. TO BREAK EVEN.	0
"I already bought and used the LG OPTIMUS 3D MAX and I can say that overall the performance is excellent and also very user friendly. There is an external memory card slot which supports up to 32GB. The performance of the phone is indeed superior to its competitors.The usage of CORNING GORILLA GLASS has indeed cuts down on the finger smudges.    The resolution and the sound of the speaker is indeed excellent as I could hear the pronounciation clearly and the screen displays the colours superbly.It is super fast when u are surfing the internet or even watching videos via you tube.    In summary this the phone whereby it is value for money and also you knaw that it is manufactured  and assembled in the country of origin and not MADE IN CHINA or MANUFACTURED BY ........ like some other brands do and then charge consumers a premium even though it is not manufactured and assembled in their country.Battery life is average as maybe I surf the internet heavily.But overall I will give this phone a five star rating for its functions,ease of use and its high quality of construction the moment u take the phone out from the box."	1
I already bought one no good wyorking everything.I got yesterday.I charge powerthe whole night more.no working of the screen  no working all of the button.may be this one is artificial phone I thought.	0
I already bought that product and did not send it to me and plans to sell it again	0
I already bought the product and I dont know what I do about it.	0
"i already bought this model before , it was good, but recently i bought a used one and they used a different picture from the actual product...it was really USED! I returned the item and seller refunded."	0
"I already email you several times you did not answer my email and you ask me for a review it is bad business practice. I am waiting to return the phone it does not work after taking several phone company I decide to take it to Microsoft store they checked it without going in detail they told me it was defective I told them I will return it they agreed with me.   I am not happy the way you treated me it is not acceptable in a business practice the government should check or investigate your business practice, you should check if the product is real or not legally you cannot distribute or advertise as a Knew product or as original factory when it is not.  I think I will inform Nokia If they can verify this phone with IMEI Number 35726405018658 if it is factory phone or not.  Thank you   S.A "	0
"I ALREADY HAD ONE, WHICH WAS DAMAGED. I ORDERED THIS ONE TO REPLACE IT. THE CELL PHONE COMPANY INSURANCE WOULD NOT COVER THE DAMAGES. IT THEY DID, I STILL WOULD HAVE HAD TO PAY A $50.00 DEDUCTIBLE ON TOP OF THE $5.95 THAT I PAID MONTHLY FOR THE INSURANCE!! WHAT A RIP OFF!! NEEDLESS TO SAY, I IMMEDIATELY CANCELLED THE INSURANCE WITH THE CELL PHONE COMPANY, US CEELULAR."	1
i already had the same phone so i bought this one after it broke and i like this one too.i like how i have the keyboard for texting and can have a regular dial pad for making phone calls. the camera sucks though and doesnt even have a zoom function even though the video camera has a 4x zoom. other than that though its goood	1
I already have a cricket account and I tried to transfer my services and the phone isn't letting me at all. I basically wasted my money to buy it.	0
i already have one and it really was a good buy 4 the money and i look 4ward 4 my husband to use his new phone thanks in advance	1
I already have one of these and bought this as a backup. I've had mine for several years and have never had a single issue. But they don't make the small form Galaxy anymore so wanted a backup. This one was brand new and still factory sealed.	1
"I already have one.  My son has one (he broke the LED), so I got another just like it.  Best smartphone that doesn&apos;t require a data plan."	1
"I already have this phone, but my display screen got cracked and i didnt get the insurance when i signed the contract, so i am looking for a new replacement.  Would recommend this phone to any new user. Very easy to use and able to see well."	1
"I already own one and my husband had one also. The reason for purchasing this one is my husband&apos;s accidentally got washed in the washing machine! So I came to e-bay to find the exact same one and I did at a great price.   The phone is easy to use and has many features, including online access.  Very happy with this purchase!"	1
"I already own this phone,it suits my needs for what I use a cell phone and it is a very dependable phone."	1
I already was using this model of LG phone when a family member liked the screen size and ease of use that it provided. I purchased this phone as a gift for them. They are now using it and are very happy with its performance.	1
I alredy pay for the iPhone but they dont want to send or talk about the iPhone 	0
"I also didnt liked thd saller, I had made s simples question, but I am still now waiting the answer.   Ve"	0
"I also purchased a Razor v3 off ebay. What a piece of crap.Could not recieve picture texts or send them. The battery only lasts about 6 hrs.I emailed the company and they gave me some fony web site to straighten the phone out,but all that did is mess the phone up worse.The usb cable and disk they sent me did not work either.I will never purchase another cell phone from ebay again.I guess that is what you get when you buy from HONG KONG!!!! Soway Tech should be removed from ebay."	0
I always buy LG to begin with.. But this is my first Android and I LOVE it!!! Its pretty easy to figure out and has lots of features!! The battery last for quite awhile as long as your not playing games and such!! I use it quite a bit with text and checking facebook and only charge it at night time!! I like it alot!	1
"I always buy phones on eBay, and this phone was a great price but the discription is way off. There is nothing new about this phone. It was all chewed up around the charger port and it looked like the phone had been dropped several times. There was also a crack in the glass by the camara shutter! "	0
I always keep my eyes out for refurbished phone but this one is as good as new! Used for a month already without issues thanks Mr brimster	1
i always loved this phone. the fact that it wa a motorolla was a major plus. my cell never held a charge that well at all but this one last for about 3 or 4 days. there is nothing that i didnt like about it. i would highly recommend this one to anyone. never buy a lg3200 flip phone they are junk. this phones rocks!	1
I Always wanted a Sony cell phone which I could remote play my PS4 easily and liste to music to it's full potential. The battery life is not that great tho for what i'm doing with it but if your the type of person which does not surf a lot it's good. Plus the super-vivid contrast is awesome. I'll stick with this phone for years that's for sure. 	1
I always wanted an Iphone now I have one It is excellent and it looks great just what I wanted. Thanks	1
I ALWAYS WANTED ONE THOSE PHONES SINCE THEY FIRST COME OUT I LOVE CELL PHONES. IT WAS VERY WELL DESCRIBED SELLER WAS VERY DETAILED ABOUT THE ITEM CONDITION. THERE WAS A  CLEAR UP CLOSE PHOTO. NO DIS LIKES JUST UPSET CAUSE SHE HAD TO WAIT ON HER PAYMENT. MY WIFE IN HOSPITAL JUST FOUND OUT SHE HAD CANCER AND IT DELAYED SOME OF OUR PAYMETNS BUT MOST THEM ARE SETLLED EVERYONE VERY UNDERSTANDING BUT ONE. THIS SELLER WAS GREAT. THIS ITEM LOOKS VERY NICE CANT BEAT IT	1
i always wanted to bay a touchscreen phone but i dint like them because when i text or write something the letters get mixed up. then this phone came out it has a touch screen like i phone but it also has a keybord its the best phone ever its really fast with the web if you getsick of touch screen i would till you this is the one to chose	1
I am 64 years young and I honestly will say the LG VIGOR LS885 is the best phone I have ever owned (Papa-Jim)	1
I am 91 and amazed at what this phone can do. More features then I will ever be able to achieve.Haven't had it long but so far am able to learn what I need and  a few of the extras.Many things I can do by just asking Bixby or google.If I can learn to use it anyone can LOL	1
"I am a Blackberry user even though I have a Droid, the blackberry was designed with the business class in mind and still allowed us to have fun with the phone.The many applications makes whatever you need to do with this phone an easy snap."	1
"I am a fan of Motorola, and even a bigger fan of this particular model because it is almost indestructible. I however was mailed one of the ones that so many others have gotten, ones that are defective. The batteries are defective and since is.prime takes 14 days to get a phone out to the customer, because despite what they may advertise, these phones are apparently coming directly from China otherwise it would not take 14 days for delivery. So when my phone showed it was defective and would not charge and wouldn't power on, making it so I could not get my personal information off of phone, they wanted me to return my defective device back to them, which they said would take 7 to 10 days to process, then an additional14 days to get another device out to me and I'd be taking a chance that the next one I received would be defective also. I didn't see their offer to be anywhere close to acceptable so I called a repair shop and got what their fee to fix phone would be, $80 and offered to pay half. They agreed so I took phone to repair shop then they renege on the offer. They then started offering for my only options to be to return the phone or they would give me $20.at this point it would have cost me $65 for the diagnostic fee to get the phone back from the repair shop. I explained"	0
I am a first time smart phone user.  It's easy to use and now I would have no other phone!  I should have bought one years ago!	1
